satisfaction_level,last_evaluation,number_project,average_monthly_hours,tenure,work_accident,promotion_last_5years,department,salary,amh_x_last_eval,left
0.85,0.8,4,200,2,0,0,marketing,low,0.33411214953271023,0
0.96,0.51,4,225,3,0,0,marketing,medium,0.1412821261682243,0
0.49,0.99,5,262,2,1,0,sales,medium,0.7635806074766354,0
0.41,0.56,2,143,3,0,0,technical,medium,0.06863317757009348,1
0.41,0.57,3,193,3,1,0,IT,medium,0.1487295560747663,0
0.65,0.56,3,221,2,0,0,sales,medium,0.18253504672897203,0
0.83,0.94,4,264,5,0,0,sales,low,0.711448598130841,1
0.76,0.85,3,180,7,0,0,sales,medium,0.3005257009345795,0
0.11,0.82,6,304,4,1,0,accounting,low,0.6985981308411215,1
0.81,0.83,3,196,2,0,0,technical,low,0.34316588785046725,0
0.8,0.85,5,242,3,0,0,support,high,0.5223422897196263,0
0.83,0.57,2,246,5,1,0,accounting,low,0.22999415887850463,0
0.73,0.74,4,214,3,0,0,sales,high,0.3273948598130841,0
0.95,0.86,2,263,4,0,0,sales,medium,0.6096670560747663,0
0.25,0.53,4,160,4,0,0,technical,medium,0.07943925233644861,0
0.72,0.66,4,184,3,0,0,management,high,0.19275700934579443,0
0.69,0.83,5,225,3,0,0,management,low,0.4426839953271028,0
0.36,0.56,2,138,3,0,0,accounting,medium,0.06133177570093461,1
0.1,0.83,6,278,4,0,0,marketing,medium,0.6245619158878504,1
0.89,1.0,4,237,5,0,0,support,medium,0.6588785046728972,1
0.58,0.72,4,170,2,0,0,sales,medium,0.19450934579439255,0
0.91,0.59,4,177,4,0,0,support,medium,0.1360251168224299,0
1.0,0.86,2,264,3,0,0,IT,medium,0.6133177570093458,0
0.88,0.55,4,205,4,0,0,product_mng,low,0.15121203271028044,0
0.54,0.49,4,190,3,0,0,technical,medium,0.0892231308411215,0
0.42,0.5,2,151,3,0,0,sales,low,0.05622079439252336,0
0.5,0.97,4,269,3,0,0,sales,low,0.7705169392523364,0
0.96,0.85,4,247,3,0,0,sales,high,0.5402307242990654,0
0.55,0.72,3,110,3,0,0,support,medium,0.03679906542056075,0
0.25,0.97,3,158,3,0,0,sales,low,0.2761390186915888,0
0.82,0.76,4,266,3,0,1,management,high,0.49649532710280364,0
0.74,0.62,4,272,2,0,0,support,low,0.3341121495327103,0
0.97,0.5,3,173,2,0,0,accounting,medium,0.0787091121495327,0
0.66,0.4,2,155,5,1,0,support,medium,0.01723130841121495,0
0.53,0.57,4,250,3,1,0,product_mng,low,0.23612733644859807,0
0.33,0.51,2,166,3,0,0,support,medium,0.07666471962616823,0
0.49,0.57,2,213,3,1,0,product_mng,low,0.1793954439252336,0
0.52,0.59,5,150,2,0,0,sales,low,0.09068341121495328,0
0.86,0.98,4,270,5,0,0,technical,low,0.7876752336448597,1
0.18,0.48,4,176,4,1,0,sales,low,0.07009345794392524,0
0.4,0.51,2,139,3,0,0,support,low,0.04709404205607476,1
0.57,0.75,5,252,3,0,0,RandD,medium,0.44421728971962615,0
0.79,0.73,5,155,3,0,0,IT,medium,0.15938960280373832,0
0.58,0.74,4,215,3,0,0,sales,low,0.3301693925233644,0
0.91,0.57,3,164,3,0,0,technical,medium,0.10426401869158876,0
0.49,0.52,5,188,4,0,0,product_mng,medium,0.1074766355140187,0
0.74,0.71,4,133,2,0,0,technical,medium,0.09455315420560746,0
0.67,0.78,4,193,3,0,0,sales,medium,0.2974591121495327,0
0.56,0.86,4,201,3,1,0,technical,medium,0.3833235981308411,0
0.84,0.95,4,208,3,1,0,support,medium,0.48247663551401865,0
0.72,0.8,3,219,3,0,0,marketing,medium,0.39515186915887845,0
0.65,0.74,4,237,3,1,0,sales,low,0.39120911214953275,0
0.87,0.76,4,218,2,0,0,sales,low,0.3563084112149533,0
0.92,0.89,4,236,4,1,0,technical,medium,0.5417640186915887,0
0.65,0.71,4,186,2,0,0,IT,low,0.2299941588785047,0
0.88,0.88,5,232,5,1,0,accounting,medium,0.5163551401869159,1
0.72,0.79,3,221,3,0,0,product_mng,high,0.3924503504672897,0
0.99,0.37,6,219,6,0,0,product_mng,low,0.008980724299065419,0
0.85,0.81,4,189,4,0,0,marketing,medium,0.30556366822429903,0
0.6,0.54,3,185,2,0,0,technical,low,0.11696845794392523,0
0.74,0.89,5,182,2,0,0,hr,low,0.33279789719626174,0
0.65,0.54,2,177,3,0,0,accounting,low,0.10645443925233644,0
0.69,0.63,5,140,4,0,1,sales,high,0.08674065420560749,0
0.09,0.8,6,294,4,0,0,hr,low,0.6360981308411214,1
0.5,0.6,2,177,3,1,0,IT,medium,0.1419392523364486,0
0.91,0.99,5,265,5,1,0,technical,medium,0.7773802570093459,1
0.81,0.81,4,177,3,0,0,RandD,medium,0.2661360981308411,0
0.92,0.48,4,208,3,0,0,support,low,0.09813084112149531,0
0.81,0.73,4,186,3,0,0,support,low,0.24313668224299068,0
0.53,0.61,4,198,2,0,0,product_mng,low,0.1861857476635514,0
0.79,0.94,4,216,4,0,0,sales,medium,0.5081775700934579,0
0.85,0.85,4,247,6,0,0,technical,low,0.5402307242990654,1
0.73,0.87,3,181,3,0,0,support,low,0.31651577102803735,0
0.79,0.86,5,235,5,0,0,support,medium,0.507447429906542,1
0.41,0.5,2,153,3,0,0,technical,medium,0.05826518691588785,1
0.66,0.52,3,149,4,1,0,sales,medium,0.06191588785046728,0
0.4,0.47,2,151,3,0,0,sales,medium,0.044173481308411214,1
0.68,0.73,4,251,3,0,0,sales,low,0.4187353971962616,0
0.72,0.65,5,151,3,0,0,sales,medium,0.1164573598130841,0
0.49,0.61,3,240,3,0,0,sales,medium,0.2628504672897196,0
0.1,0.91,6,262,5,1,0,technical,low,0.6666179906542055,1
0.44,0.45,3,133,2,1,0,support,medium,0.024313668224299062,0
0.91,0.9,3,243,3,0,0,support,medium,0.5795852803738317,0
0.52,0.54,4,184,3,0,0,sales,low,0.11565420560747665,0
0.72,0.67,3,164,4,0,0,RandD,medium,0.1539135514018692,0
0.24,0.94,6,144,4,0,0,product_mng,low,0.2032710280373832,0
0.75,0.49,4,208,4,0,0,technical,low,0.10630841121495326,0
0.43,0.54,2,150,3,0,0,hr,low,0.0709696261682243,1
0.22,0.88,5,154,5,0,0,sales,low,0.2202102803738318,0
0.43,0.38,2,278,3,1,0,sales,low,0.026577102803738314,0
0.78,0.45,3,253,6,0,1,support,medium,0.10316880841121495,0
0.92,0.86,3,166,4,0,0,sales,low,0.2555490654205608,0
0.62,0.74,4,213,4,0,0,marketing,low,0.32462032710280375,0
0.59,0.9,4,261,4,0,0,technical,medium,0.650554906542056,0
0.85,0.48,2,208,4,0,0,technical,medium,0.09813084112149531,0
0.78,0.84,4,173,3,0,0,support,low,0.2698598130841121,0
0.8,0.6,3,212,3,0,0,sales,high,0.20327102803738317,0
0.72,0.95,4,216,3,0,0,sales,low,0.5169392523364486,0
0.83,0.57,3,137,2,0,0,marketing,medium,0.06286507009345792,0
0.84,0.79,2,150,3,0,0,technical,low,0.1695385514018692,0
0.9,0.98,4,264,6,0,0,product_mng,medium,0.7605140186915887,1
0.23,0.74,5,219,4,0,0,sales,medium,0.3412675233644859,0
0.51,0.66,4,182,2,0,0,sales,medium,0.1883761682242991,0
0.45,0.56,2,146,3,0,0,technical,medium,0.07301401869158881,1
0.77,0.58,4,202,3,0,0,sales,medium,0.17026869158878497,0
0.2,0.53,3,149,4,0,1,RandD,low,0.06578563084112149,0
0.64,0.96,3,274,3,0,0,accounting,low,0.779789719626168,0
0.09,0.92,7,245,4,0,0,technical,medium,0.6092289719626168,1
0.21,0.62,4,247,3,1,0,product_mng,low,0.28665303738317754,0
0.53,0.5,5,159,2,0,0,IT,medium,0.0643983644859813,0
0.59,0.57,4,261,2,0,0,IT,high,0.2529935747663551,0
0.76,0.63,3,198,3,0,0,RandD,low,0.20108060747663548,0
0.12,0.81,4,287,6,0,0,sales,medium,0.6275554906542056,0
0.85,0.5,3,168,2,1,0,marketing,medium,0.0735981308411215,0
0.4,0.53,2,155,3,0,0,IT,high,0.07323306074766354,1
0.91,0.82,3,145,3,1,0,support,medium,0.1645735981308411,0
0.97,0.66,4,149,2,0,0,accounting,low,0.11609228971962615,0
0.61,0.37,4,165,6,0,0,marketing,medium,0.005037967289719626,0
0.57,0.87,4,148,3,0,0,sales,high,0.1936331775700935,0
0.53,0.92,4,223,3,1,0,technical,low,0.5192757009345793,0
0.88,0.98,3,152,3,0,0,support,medium,0.2535046728971963,0
0.5,0.68,4,274,4,0,0,sales,medium,0.41588785046728965,0
0.77,0.87,4,150,4,0,0,product_mng,low,0.20108060747663553,1
0.96,0.83,3,234,3,0,0,sales,low,0.4735689252336449,0
0.65,0.89,4,204,8,1,0,support,low,0.4179322429906542,0
0.24,0.5,4,282,4,1,0,support,low,0.19012850467289716,0
0.28,0.94,6,167,3,1,0,RandD,low,0.3006717289719626,0
0.62,0.77,3,271,2,0,0,sales,medium,0.5238755841121495,0
0.83,0.72,4,161,3,0,0,hr,low,0.17085280373831774,0
1.0,0.98,3,177,2,0,0,management,low,0.36667640186915884,0
0.56,0.92,5,222,4,0,0,support,medium,0.5151869158878505,0
0.42,0.48,2,132,3,0,0,hr,low,0.03154205607476636,1
0.11,0.91,6,278,4,0,0,support,medium,0.7308703271028036,1
0.97,0.94,3,180,3,0,0,hr,low,0.3557242990654206,0
0.51,0.79,5,222,2,0,0,technical,low,0.3955899532710281,0
0.23,0.8,5,139,3,0,0,support,medium,0.13814252336448596,0
0.2,0.77,6,213,4,0,0,support,low,0.3502482476635514,0
0.79,0.53,2,217,2,0,0,sales,medium,0.15018983644859812,0
0.52,0.96,4,125,3,0,0,hr,low,0.12704439252336455,0
0.48,0.43,3,96,3,0,0,support,low,0.0,0
0.5,0.67,3,246,3,0,0,sales,low,0.3395151869158879,0
0.84,0.82,5,240,5,0,0,accounting,medium,0.4836448598130841,1
0.36,0.42,3,206,5,0,0,marketing,high,0.04818925233644859,0
0.77,0.93,3,227,3,0,0,management,high,0.5451956775700934,0
0.29,0.38,5,191,5,0,0,management,medium,0.013872663551401869,0
0.78,0.96,5,272,5,0,0,sales,low,0.7710280373831776,1
0.56,0.56,4,195,2,0,0,hr,medium,0.14456775700934585,0
0.75,0.49,2,173,3,1,0,RandD,low,0.07308703271028037,0
0.25,0.76,6,182,3,0,0,accounting,low,0.25116822429906543,0
0.84,0.59,3,234,3,1,0,sales,medium,0.23174649532710284,0
0.11,0.97,7,310,4,0,0,support,medium,0.9531249999999999,1
0.65,0.91,4,243,5,1,0,IT,medium,0.5903183411214953,0
0.53,0.64,2,177,4,0,0,sales,low,0.16559579439252337,0
0.98,0.83,5,211,3,0,0,support,medium,0.3946407710280374,0
0.93,0.82,4,175,3,0,0,IT,low,0.26533294392523366,0
0.69,0.99,3,198,2,0,0,technical,medium,0.46918808411214946,0
0.93,0.61,3,166,3,0,0,sales,medium,0.1277745327102804,0
0.92,0.79,5,243,3,1,0,support,high,0.46152161214953263,0
0.7,0.68,4,143,5,0,0,IT,high,0.10981308411214952,0
0.6,0.69,6,250,5,1,0,management,low,0.37105724299065423,0
0.56,0.67,4,184,3,0,0,marketing,low,0.19918224299065423,0
0.1,0.84,6,293,5,0,0,marketing,medium,0.6904205607476636,1
0.68,0.69,3,148,2,0,0,IT,low,0.12529205607476637,0
0.96,0.75,4,165,3,0,0,technical,high,0.1964807242990654,0
0.95,0.5,4,186,3,1,0,sales,low,0.09199766355140188,0
0.57,0.59,2,111,2,0,0,management,high,0.025189836448598152,0
0.49,0.91,4,134,4,0,0,accounting,low,0.15259929906542058,0
0.45,0.66,2,236,3,0,0,marketing,medium,0.3066588785046729,0
0.81,0.99,5,143,3,0,0,marketing,medium,0.21619450934579437,0
0.93,0.63,3,160,4,1,0,sales,low,0.12616822429906543,0
0.55,0.81,5,251,3,0,0,IT,low,0.5092727803738317,0
0.15,0.56,6,140,5,0,0,support,medium,0.06425233644859817,0
0.43,0.82,4,138,5,0,0,technical,low,0.14106308411214954,0
0.71,0.8,2,146,4,0,0,marketing,low,0.16063084112149534,0
0.95,0.81,4,258,7,0,1,sales,medium,0.5322721962616821,0
1.0,0.65,4,202,4,1,0,hr,low,0.2244450934579439,0
0.5,0.87,3,252,2,0,0,support,low,0.5808995327102804,0
0.65,0.63,3,237,3,0,0,hr,medium,0.2779643691588785,0
0.79,0.61,4,136,3,0,0,accounting,medium,0.0730140186915888,0
0.38,0.45,2,156,3,0,0,sales,medium,0.039427570093457945,1
0.39,0.57,2,150,3,0,0,support,low,0.08279789719626167,1
0.27,0.66,3,133,6,0,0,sales,low,0.08104556074766353,0
0.53,0.73,4,147,3,0,0,sales,low,0.13777745327102803,0
0.75,0.7,5,269,3,0,0,support,medium,0.42946845794392524,0
0.62,0.68,4,251,4,0,0,marketing,medium,0.36214953271028033,0
0.91,0.74,3,139,5,1,0,hr,medium,0.11930490654205606,0
0.56,0.52,3,243,3,0,0,sales,low,0.1717289719626168,0
0.88,0.5,3,170,3,0,0,technical,medium,0.07564252336448599,0
0.35,0.67,2,171,3,0,0,sales,medium,0.16975759345794392,0
0.59,0.9,4,226,2,0,0,technical,low,0.5125584112149534,0
0.82,0.69,5,219,3,0,0,IT,medium,0.29636390186915884,0
0.84,0.86,5,268,5,0,0,marketing,medium,0.6279205607476636,1
0.99,0.69,3,190,3,0,0,support,medium,0.22648948598130844,0
0.85,0.86,3,179,3,0,0,product_mng,low,0.30300817757009346,0
0.76,0.76,3,197,2,0,0,sales,medium,0.2949766355140187,0
0.88,0.72,2,144,4,1,0,technical,low,0.12616822429906543,0
0.72,0.54,3,226,2,1,0,sales,low,0.17085280373831777,0
0.28,0.76,3,150,2,0,0,technical,medium,0.15771028037383178,0
0.67,0.64,3,203,2,1,0,technical,low,0.21875,0
0.49,0.74,3,229,3,1,0,IT,low,0.3690128504672897,0
0.11,0.9,5,307,4,0,0,support,low,0.8319217289719626,1
0.67,0.86,3,175,3,0,0,IT,low,0.28840537383177567,0
1.0,0.77,5,269,3,0,0,sales,low,0.5178884345794392,0
0.77,0.5,3,141,3,0,0,IT,medium,0.045998831775700924,0
0.46,0.49,3,213,3,0,0,accounting,low,0.11105432242990654,0
0.93,0.53,5,204,2,0,0,support,medium,0.134053738317757,0
0.78,0.93,4,225,5,0,0,sales,medium,0.5368720794392523,1
0.29,0.38,6,105,5,0,0,sales,low,0.0013142523364485983,0
0.17,0.92,4,189,2,0,0,technical,medium,0.3802570093457944,0
0.84,0.94,5,262,5,0,0,technical,low,0.7029789719626167,1
0.63,0.99,3,247,3,0,0,sales,medium,0.694582359813084,0
0.71,0.95,6,204,3,1,0,sales,medium,0.4652453271028037,0
0.49,0.61,5,196,3,0,0,support,medium,0.18253504672897194,0
0.93,0.5,2,135,3,0,0,technical,high,0.03986565420560747,0
0.79,0.69,4,209,2,0,0,support,medium,0.27226927570093457,0
0.77,0.86,4,215,2,0,0,hr,low,0.4344334112149532,0
0.57,0.64,4,226,7,0,0,sales,low,0.26577102803738323,0
0.96,0.85,4,173,3,0,0,marketing,high,0.27548189252336447,0
0.8,0.51,4,213,3,0,0,sales,medium,0.12813960280373832,0
0.97,0.91,4,257,3,1,0,technical,low,0.6465391355140188,0
0.38,0.52,2,145,3,0,0,sales,low,0.0572429906542056,1
0.41,0.46,2,156,3,1,0,sales,low,0.043808411214953276,1
0.39,0.54,2,132,3,0,0,support,low,0.04731308411214954,1
1.0,0.59,3,168,3,0,1,support,low,0.12091121495327103,0
0.11,0.92,6,269,4,0,0,accounting,medium,0.7073598130841122,1
0.7,0.85,4,142,2,0,0,support,low,0.16457359813084113,0
0.61,0.46,5,220,4,0,0,sales,low,0.09053738317757008,1
0.64,0.52,4,207,3,0,0,hr,low,0.12967289719626168,0
0.85,0.85,3,182,3,0,0,sales,low,0.3076810747663552,0
1.0,0.67,3,181,2,0,0,technical,low,0.19239193925233644,0
0.48,0.98,3,257,2,0,0,support,medium,0.7288259345794392,0
0.92,0.62,4,265,3,1,0,sales,medium,0.32082359813084116,0
0.52,0.96,4,170,2,0,0,sales,low,0.32418224299065423,0
0.61,0.56,2,123,2,0,0,sales,medium,0.03942757009345798,0
0.56,0.78,4,193,2,1,0,support,low,0.2974591121495327,0
0.77,0.77,3,219,2,0,0,sales,medium,0.36820969626168215,0
0.57,0.99,3,205,3,0,0,technical,low,0.5013872663551402,0
0.5,0.49,4,222,3,0,0,management,high,0.11959696261682244,0
0.59,1.0,2,160,5,0,0,product_mng,low,0.2990654205607477,1
0.41,0.56,2,154,3,0,1,support,medium,0.08469626168224303,1
0.81,0.78,3,166,2,0,0,support,low,0.21466121495327106,0
0.92,0.62,3,199,2,0,0,IT,medium,0.19553154205607476,0
0.73,0.75,5,265,3,0,0,RandD,low,0.4812353971962617,0
0.85,0.57,4,216,2,0,0,product_mng,low,0.18399532710280367,0
0.69,0.94,5,259,2,0,0,IT,medium,0.6902745327102803,0
0.7,0.69,4,158,3,0,0,IT,low,0.14938668224299068,0
0.87,0.92,4,141,3,0,0,sales,low,0.1839953271028037,0
0.94,0.46,2,230,2,1,0,support,low,0.09783878504672898,0
0.43,0.56,2,158,3,0,0,IT,low,0.09053738317757014,1
0.63,0.67,4,149,3,1,0,sales,medium,0.11996203271028036,0
0.42,0.6,2,188,3,0,0,product_mng,medium,0.16121495327102806,0
0.33,0.82,2,114,5,0,0,technical,high,0.06045560747663552,0
0.36,0.52,2,147,3,0,0,sales,medium,0.05957943925233644,1
0.61,0.6,4,121,2,0,0,sales,medium,0.0438084112149533,0
0.8,0.38,3,215,6,0,0,support,low,0.017377336448598128,0
0.86,0.51,4,211,2,1,0,technical,low,0.12594918224299065,0
0.53,0.52,2,135,4,0,0,technical,medium,0.04556074766355139,0
0.79,0.89,4,240,3,0,0,sales,medium,0.5572429906542056,0
0.9,0.81,6,273,5,0,0,technical,medium,0.5815566588785047,0
0.92,0.74,3,137,2,0,0,support,low,0.11375584112149531,0
0.16,0.94,3,178,4,0,0,hr,medium,0.3472546728971963,0
0.53,0.75,4,239,2,1,0,technical,medium,0.4071991822429906,0
0.99,0.65,3,209,2,1,0,support,low,0.23926693925233644,0
0.47,0.65,4,172,2,0,0,hr,low,0.1609228971962617,0
0.84,0.76,5,243,3,0,0,sales,medium,0.429322429906542,0
0.6,0.52,3,236,3,0,0,sales,medium,0.16355140186915887,0
0.52,0.49,5,170,3,0,0,technical,low,0.07023948598130841,0
0.1,0.77,7,250,5,0,0,RandD,medium,0.46101051401869164,1
0.98,0.63,3,285,6,0,0,sales,low,0.3725905373831776,0
0.94,0.97,2,221,2,0,0,technical,medium,0.5567318925233645,0
0.73,0.52,3,274,2,0,0,technical,high,0.20794392523364483,0
0.65,0.75,3,194,4,1,0,sales,low,0.2790595794392523,0
0.09,0.97,7,262,4,0,0,technical,low,0.7393399532710279,1
0.7,0.56,4,214,3,0,1,management,medium,0.17231308411214957,0
0.64,0.96,4,152,5,0,0,sales,medium,0.24532710280373834,0
0.72,0.98,4,180,2,0,0,sales,medium,0.38025700934579443,0
0.64,0.57,3,179,3,0,0,support,medium,0.1272634345794392,0
0.86,0.64,4,147,2,1,0,product_mng,high,0.10426401869158877,0
0.79,0.49,5,210,3,0,0,IT,medium,0.10820677570093457,0
0.73,0.73,5,249,3,0,0,technical,medium,0.41333235981308414,0
0.09,0.89,7,310,4,0,0,support,low,0.8281249999999999,1
0.6,0.95,4,164,4,0,0,sales,medium,0.29293224299065423,0
0.61,0.82,3,209,2,0,0,sales,low,0.3795268691588785,0
0.87,0.86,3,196,4,0,0,sales,low,0.3650700934579439,0
0.99,0.66,3,181,2,0,0,IT,medium,0.1861857476635514,0
0.97,0.54,5,185,2,0,0,sales,medium,0.11696845794392523,0
0.17,0.49,4,286,5,1,0,sales,low,0.18034462616822428,0
0.53,0.75,4,263,5,0,0,RandD,low,0.4755403037383177,0
0.37,0.49,2,138,3,0,0,technical,low,0.03986565420560748,1
0.38,0.5,2,139,3,0,0,RandD,low,0.04395443925233644,1
0.42,0.46,2,135,3,0,0,technical,low,0.02847546728971962,1
0.65,0.99,4,200,4,0,0,technical,low,0.47838785046728965,0
0.95,0.71,3,263,2,1,0,sales,medium,0.4267669392523364,0
0.4,0.46,2,130,3,0,0,sales,low,0.02482476635514019,1
0.96,0.92,3,196,4,0,0,sales,low,0.40887850467289716,0
0.95,0.75,4,203,3,0,0,hr,low,0.3046875,0
0.99,0.52,4,167,3,0,0,hr,low,0.08294392523364486,0
0.57,0.88,4,140,2,0,0,support,medium,0.16705607476635514,0
0.61,0.72,4,182,2,1,0,RandD,medium,0.2260514018691589,0
0.61,0.38,2,268,3,0,0,sales,low,0.02511682242990654,0
0.92,0.64,4,259,2,0,0,sales,medium,0.3332359813084112,0
0.88,0.61,3,236,3,0,0,hr,medium,0.2555490654205607,0
0.67,0.94,4,141,2,1,0,support,low,0.1905665887850467,0
0.77,0.92,5,255,5,0,0,marketing,low,0.6501168224299064,1
0.59,0.65,5,265,3,0,0,IT,medium,0.35784170560747663,0
0.13,0.8,5,203,5,0,0,sales,medium,0.34375,0
0.62,0.81,3,245,2,1,0,hr,low,0.48955899532710284,0
0.48,0.93,3,219,6,0,0,technical,low,0.5119012850467288,1
0.19,0.99,3,154,2,0,0,sales,high,0.26679322429906543,0
0.44,0.53,2,147,3,0,0,technical,low,0.06330315420560748,1
0.79,0.86,5,270,2,0,0,management,low,0.6352219626168223,0
0.82,0.92,3,187,3,1,0,hr,medium,0.37207943925233644,0
0.83,0.73,5,136,3,0,0,sales,low,0.10806074766355142,0
0.44,0.56,2,142,3,0,0,hr,low,0.06717289719626171,1
0.11,0.88,7,305,4,0,0,product_mng,low,0.7935163551401869,1
0.64,0.6,3,143,3,0,0,technical,medium,0.08235981308411214,0
0.97,0.66,5,234,6,0,0,technical,low,0.3022780373831776,0
0.63,0.59,4,171,4,0,0,RandD,low,0.12594918224299065,0
0.65,1.0,4,229,4,0,0,product_mng,low,0.6214953271028038,0
0.45,0.57,2,138,3,0,0,hr,medium,0.0643983644859813,1
0.6,0.97,3,187,3,1,0,sales,medium,0.4053008177570093,0
0.93,0.48,3,147,3,0,0,support,low,0.04468457943925233,0
0.6,0.56,2,203,4,0,0,technical,low,0.15625000000000006,0
0.75,0.96,3,138,2,0,0,IT,medium,0.18399532710280375,0
0.52,0.85,5,173,2,0,0,support,high,0.27548189252336447,0
0.93,0.96,5,135,3,1,0,sales,low,0.17085280373831774,0
0.37,0.51,2,153,3,0,0,IT,high,0.06242698598130841,0
0.74,0.54,3,175,3,1,0,IT,high,0.10382593457943926,0
0.63,0.83,4,243,4,0,0,product_mng,low,0.5044538551401868,0
0.54,0.48,3,275,2,0,0,sales,high,0.1568341121495327,0
0.62,0.53,4,147,2,0,0,hr,low,0.06330315420560748,0
0.52,1.0,4,221,3,0,0,technical,medium,0.5841121495327103,0
0.09,0.77,6,290,4,0,0,technical,medium,0.5807535046728971,1
0.65,0.77,2,248,3,0,0,support,low,0.4550233644859813,0
0.31,0.54,5,259,5,1,0,technical,medium,0.21422313084112146,0
0.76,0.63,3,162,2,0,0,sales,medium,0.13011098130841123,0
0.7,0.58,3,205,3,0,0,sales,low,0.17508761682242985,0
0.93,0.94,4,233,6,0,0,IT,medium,0.5801693925233645,0
0.99,0.57,3,189,4,1,0,sales,medium,0.14259637850467285,0
0.63,0.81,5,189,3,0,0,technical,medium,0.30556366822429903,0
0.62,0.69,4,165,4,1,0,technical,medium,0.16625292056074764,0
0.59,0.97,3,209,3,0,0,sales,high,0.5032856308411215,0
0.88,0.87,5,257,3,0,0,IT,medium,0.5995181074766356,0
0.51,0.73,4,174,3,0,0,sales,medium,0.21071845794392527,0
0.25,0.96,6,217,4,0,0,marketing,low,0.5300817757009346,0
0.84,0.49,4,178,3,0,0,support,medium,0.07783294392523366,0
0.19,0.36,3,167,5,0,0,sales,low,0.0,0
0.9,0.99,4,259,6,0,0,sales,medium,0.7497809579439252,1
0.74,0.74,2,254,3,0,0,product_mng,low,0.4383761682242991,0
0.82,0.71,2,209,5,0,1,marketing,medium,0.28877044392523366,0
0.64,0.58,5,115,5,0,0,support,low,0.030519859813084124,0
0.91,0.55,2,234,2,0,0,IT,low,0.19144275700934588,0
1.0,0.55,4,186,4,1,0,technical,medium,0.12485397196261688,0
0.49,0.77,2,254,2,0,0,sales,low,0.4729848130841122,0
0.68,0.79,5,139,4,0,0,technical,low,0.13500292056074764,0
0.91,0.78,4,153,3,0,0,RandD,medium,0.17479556074766353,0
0.96,0.92,3,150,2,0,0,marketing,medium,0.22079439252336452,0
0.67,0.71,4,178,6,0,0,IT,low,0.20955023364485983,0
0.75,0.78,4,158,5,1,0,RandD,medium,0.19012850467289721,0
0.11,0.78,6,281,4,0,0,technical,low,0.5673189252336449,1
0.84,0.64,2,211,3,0,0,sales,medium,0.2351051401869159,0
0.24,0.6,2,194,6,0,0,IT,medium,0.1717289719626168,0
0.91,1.0,4,251,6,0,0,technical,low,0.7242990654205607,1
0.95,0.86,3,207,2,0,0,technical,low,0.40522780373831774,0
0.91,0.79,5,273,4,1,0,support,medium,0.5557096962616823,0
0.81,0.96,4,143,3,1,0,technical,medium,0.20589953271028033,0
0.55,0.81,3,239,8,0,0,accounting,high,0.4698452102803738,0
0.7,0.89,6,214,2,0,0,sales,low,0.45662967289719625,0
0.52,0.63,3,269,2,0,0,sales,medium,0.34104848130841126,0
0.53,0.64,3,143,2,0,0,sales,low,0.09608644859813083,0
0.58,0.5,3,144,3,0,0,sales,medium,0.04906542056074767,0
0.93,0.99,4,136,4,0,0,hr,low,0.18399532710280375,0
0.75,0.94,5,217,2,0,0,support,medium,0.5124123831775701,0
0.9,0.62,5,236,6,0,0,technical,medium,0.2657710280373832,0
0.69,0.7,4,169,2,0,0,sales,low,0.18122079439252337,0
0.82,0.92,5,198,3,0,0,technical,low,0.4170560747663551,0
0.37,0.48,2,134,3,0,0,marketing,medium,0.03329439252336449,1
0.33,1.0,2,210,3,1,0,sales,medium,0.5327102803738317,0
0.92,0.68,4,196,3,1,0,technical,low,0.23364485981308408,0
0.8,0.81,4,194,3,1,0,RandD,low,0.3219918224299065,0
0.83,0.82,4,243,5,0,0,sales,medium,0.4937207943925233,1
0.67,0.73,3,203,2,0,0,technical,low,0.2890625,0
0.19,0.93,3,110,4,0,0,technical,medium,0.058265186915887855,0
0.36,0.8,5,186,4,0,0,accounting,medium,0.28913551401869164,0
0.69,0.89,4,174,2,0,0,technical,low,0.3018399532710281,0
0.93,0.57,3,141,2,0,0,technical,low,0.06899824766355137,0
0.43,0.57,2,159,3,1,0,technical,low,0.09659754672897192,1
0.95,0.49,3,188,3,0,0,technical,low,0.0873247663551402,0
0.69,0.75,3,179,2,1,0,sales,high,0.23634637850467288,0
0.93,0.92,3,205,3,0,0,sales,medium,0.44567757009345793,0
0.11,0.86,6,279,4,0,0,support,medium,0.6680782710280373,1
0.4,0.37,3,169,3,1,0,support,medium,0.005330023364485981,0
0.11,0.91,6,302,4,0,0,RandD,low,0.8272488317757009,1
0.38,0.53,2,146,3,0,0,support,low,0.062061915887850476,1
0.52,0.8,5,234,3,0,0,sales,high,0.4433411214953272,0
0.51,0.53,4,260,2,1,0,support,medium,0.20356308411214952,0
0.65,0.96,5,226,2,1,0,marketing,medium,0.5695093457943926,0
0.91,0.51,2,211,2,0,0,accounting,medium,0.12594918224299065,0
0.99,0.71,4,232,3,0,0,support,medium,0.3475467289719626,0
0.42,0.46,2,143,3,0,0,RandD,low,0.034316588785046724,1
0.11,0.8,6,306,4,0,0,sales,low,0.6746495327102803,1
0.72,1.0,2,240,2,0,0,RandD,low,0.6728971962616822,1
0.51,0.49,4,234,2,0,0,sales,medium,0.1309871495327103,0
0.87,0.5,4,267,2,1,0,accounting,medium,0.17479556074766353,0
